level_0,index,Product Name,Description,Reviewer Name,Review Title,Review,Date,Rating,Verified Purchase,Helpful Votes,compound_df_import,positive_df_import,negative_df_import,neutral_sentiment_df_import,anger_df_import,disgust_df_import,fear_df_import,joy_df_import,neutral_df_import,sadness_df_import,surprise_df_import,compound_df_reviews,positive_df_reviews,negative_df_reviews,neutral_sentiment_df_reviews,anger_df_emotions,disgust_df_emotions,fear_df_emotions,joy_df_emotions,neutral_df_emotions,sadness_df_emotions,surprise_df_emotions
101,101,"ConvaTec ESENTA Adhesive Remover Spray for Around Stomas and Wounds, Sting Free, Alcohol Free, 50 mL Bottle (Pack of 1)","The new ESENTA Sting-Free Adhesive Remover is a skin-friendly, quick, and easy way to get rid of the adhesive residue that often gets left behind during ostomy pouch changes. ConvaTec ESENTA Sting Free Adhesive Remover is available in two options: spray can or individual wipes. Formerly known as Sensi-Care, the 100% silicone-based ESENTA Adhesive Remover helps reduce potential skin damage like skin-stripping while quickly removing all remaining adhesive residue. It's made without natural rubber latex, which makes it ideal for those with latex allergies or sensitivities. Plus, your skin will feel silky and smooth with no residue left behind, whether you use the ESENTA Sting-Free Adhesive Remover Spray or the ESENTA Sting-Free Adhesive Remover Wipes.",LMW,Great,"I have very delicate skin and it tears easily.  Since I am a cancer patient, I often have tape used on me.  Sometimes the oncology center I use has spray to remove the tape.  Unfortunately, they run out sometimes or certain nurses may not have the spray on their carts.  I am now taking my can of ConvaTec ESENTA Adhesive Remover Spray to my treatments so I don't have to worry about my skin tearing.  It is so helpful and really makes a difference.  I highly recommend this product.",9/9/2022,5.0,No,0,0.6259,0.157,0.092,0.751,0.0191016253083944,0.0198339112102985,0.3604021370410919,0.0517249107360839,0.4643251001834869,0.0675220936536789,0.0170901715755462,0.6259,0.157,0.092,0.751,0.019101615995168686,0.01983390748500824,0.3604022264480591,0.051724839955568314,0.46432530879974365,0.06752205640077591,0.01709015853703022
102,102,"ConvaTec ESENTA Adhesive Remover Spray for Around Stomas and Wounds, Sting Free, Alcohol Free, 50 mL Bottle (Pack of 1)","The new ESENTA Sting-Free Adhesive Remover is a skin-friendly, quick, and easy way to get rid of the adhesive residue that often gets left behind during ostomy pouch changes. ConvaTec ESENTA Sting Free Adhesive Remover is available in two options: spray can or individual wipes. Formerly known as Sensi-Care, the 100% silicone-based ESENTA Adhesive Remover helps reduce potential skin damage like skin-stripping while quickly removing all remaining adhesive residue. It's made without natural rubber latex, which makes it ideal for those with latex allergies or sensitivities. Plus, your skin will feel silky and smooth with no residue left behind, whether you use the ESENTA Sting-Free Adhesive Remover Spray or the ESENTA Sting-Free Adhesive Remover Wipes.",DG,"Ostomates, get this one!","The Esenta brand seems to be a rebrand of Sensi-Care. Basically, the BEST line of ostomy accessory sprays/wipes around!Adhesive remover is a must with ostomies. If not, you can rip your skin off. This remover is the king in the ostomy world as it’s great for sensitive skin and leaves no sting. It can be sprayed in any direction with ease.Non-oily so it’s easy to clean off before applying a new ostomy wafer.Not much of a smell either.10/10",8/13/2022,5.0,No,0,0.9325,0.176,0.025,0.799,0.2938517332077026,0.4930297434329986,0.0052302912808954,0.006195674650371,0.1681844145059585,0.0234451275318861,0.0100631732493639,0.9325,0.176,0.025,0.799,0.29385286569595337,0.49302908778190613,0.005230284295976162,0.006195651832967997,0.16818398237228394,0.023445118218660355,0.010063156485557556
103,103,"ConvaTec ESENTA Adhesive Remover Spray for Around Stomas and Wounds, Sting Free, Alcohol Free, 50 mL Bottle (Pack of 1)","The new ESENTA Sting-Free Adhesive Remover is a skin-friendly, quick, and easy way to get rid of the adhesive residue that often gets left behind during ostomy pouch changes. ConvaTec ESENTA Sting Free Adhesive Remover is available in two options: spray can or individual wipes. Formerly known as Sensi-Care, the 100% silicone-based ESENTA Adhesive Remover helps reduce potential skin damage like skin-stripping while quickly removing all remaining adhesive residue. It's made without natural rubber latex, which makes it ideal for those with latex allergies or sensitivities. Plus, your skin will feel silky and smooth with no residue left behind, whether you use the ESENTA Sting-Free Adhesive Remover Spray or the ESENTA Sting-Free Adhesive Remover Wipes.",Charles,It works!,"I have a wound in area which is very tender, and unfortunately for me also near a lot of delicate hairs. I have tried adhesive remover pads, which help, but still were pretty painful. A couple of sprays of this stuff, and I'm able to remove my bandage adhesive without being nearly in tears.About the only criticism I have is that there is kind of a wide spray, but that's pretty much true of any sort of spray bottle, so it was nothing I considered worth deducting a star from my review.",8/8/2022,5.0,No,0,0.5746,0.151,0.114,0.734,0.0036168885417282,0.0368745028972625,0.0239901412278413,0.0054390146397054,0.1291759610176086,0.7689657211303711,0.031937688589096,0.5746,0.151,0.114,0.734,0.003616888541728258,0.03687450289726257,0.023990165442228317,0.005439020227640867,0.12917594611644745,0.7689657211303711,0.03193773701786995
104,104,"ConvaTec ESENTA Adhesive Remover Spray for Around Stomas and Wounds, Sting Free, Alcohol Free, 50 mL Bottle (Pack of 1)","The new ESENTA Sting-Free Adhesive Remover is a skin-friendly, quick, and easy way to get rid of the adhesive residue that often gets left behind during ostomy pouch changes. ConvaTec ESENTA Sting Free Adhesive Remover is available in two options: spray can or individual wipes. Formerly known as Sensi-Care, the 100% silicone-based ESENTA Adhesive Remover helps reduce potential skin damage like skin-stripping while quickly removing all remaining adhesive residue. It's made without natural rubber latex, which makes it ideal for those with latex allergies or sensitivities. Plus, your skin will feel silky and smooth with no residue left behind, whether you use the ESENTA Sting-Free Adhesive Remover Spray or the ESENTA Sting-Free Adhesive Remover Wipes.",Miranda,Helps To Remove Adhesive!,"This ConvaTec ESENTA Adhesive Remover Spray helps to remove adhesive glue. I used it to take of a big bandage that was stuck on my arm and it really works! It removed it, painlessly.Removing bandages can be very painful so this would be great for all ages. This spray doesn't hurt or damage my skin, when I'm using it. I'll be keeping a bottle of this in my first aid kit for future use!",10/9/2022,5.0,No,0,0.8174,0.153,0.063,0.784,0.0284436102956533,0.2248581945896148,0.0617780424654483,0.0149925490841269,0.3132993578910827,0.3270257115364074,0.0296026058495044,0.8174,0.153,0.063,0.784,0.028443628922104836,0.22485791146755219,0.06177806109189987,0.01499256957322359,0.3132995665073395,0.3270256221294403,0.029602639377117157
105,105,"ConvaTec ESENTA Adhesive Remover Spray for Around Stomas and Wounds, Sting Free, Alcohol Free, 50 mL Bottle (Pack of 1)","The new ESENTA Sting-Free Adhesive Remover is a skin-friendly, quick, and easy way to get rid of the adhesive residue that often gets left behind during ostomy pouch changes. ConvaTec ESENTA Sting Free Adhesive Remover is available in two options: spray can or individual wipes. Formerly known as Sensi-Care, the 100% silicone-based ESENTA Adhesive Remover helps reduce potential skin damage like skin-stripping while quickly removing all remaining adhesive residue. It's made without natural rubber latex, which makes it ideal for those with latex allergies or sensitivities. Plus, your skin will feel silky and smooth with no residue left behind, whether you use the ESENTA Sting-Free Adhesive Remover Spray or the ESENTA Sting-Free Adhesive Remover Wipes.",JEHK,Great product,This is great not only for stomas but for diaper rashes too. I use when red and it clears up. Leaves a thin layer for protection of wetness from the diaper. Over all will continue to use for my baby,11/6/2022,5.0,No,0,0.4588,0.1,0.0,0.9,0.0119343269616365,0.0808367803692817,0.0064545655623078,0.0152422431856393,0.8626795411109924,0.0147055350244045,0.0081469919532537,0.4588,0.1,0.0,0.9,0.011934316717088223,0.08083676546812057,0.0064545623026788235,0.015242250636219978,0.8626795411109924,0.014705528505146503,0.008146996609866619
106,106,"ConvaTec ESENTA Adhesive Remover Spray for Around Stomas and Wounds, Sting Free, Alcohol Free, 50 mL Bottle (Pack of 1)","The new ESENTA Sting-Free Adhesive Remover is a skin-friendly, quick, and easy way to get rid of the adhesive residue that often gets left behind during ostomy pouch changes. ConvaTec ESENTA Sting Free Adhesive Remover is available in two options: spray can or individual wipes. Formerly known as Sensi-Care, the 100% silicone-based ESENTA Adhesive Remover helps reduce potential skin damage like skin-stripping while quickly removing all remaining adhesive residue. It's made without natural rubber latex, which makes it ideal for those with latex allergies or sensitivities. Plus, your skin will feel silky and smooth with no residue left behind, whether you use the ESENTA Sting-Free Adhesive Remover Spray or the ESENTA Sting-Free Adhesive Remover Wipes.",Sheena,Works well for my kids,This seems to work well at removing the adhesive from my kids bandaids.. it does not hurt them at all 😊,10/10/2022,5.0,No,0,0.5962,0.213,0.0,0.787,0.0185874905437231,0.0444031134247779,0.0066588218323886,0.0898870974779129,0.7935181260108948,0.0319981835782527,0.0149471685290336,0.5962,0.213,0.0,0.787,0.018587496131658554,0.04440315440297127,0.006658825557678938,0.08988737314939499,0.7935177683830261,0.031998202204704285,0.014947199262678623
107,107,"ConvaTec ESENTA Adhesive Remover Spray for Around Stomas and Wounds, Sting Free, Alcohol Free, 50 mL Bottle (Pack of 1)","The new ESENTA Sting-Free Adhesive Remover is a skin-friendly, quick, and easy way to get rid of the adhesive residue that often gets left behind during ostomy pouch changes. ConvaTec ESENTA Sting Free Adhesive Remover is available in two options: spray can or individual wipes. Formerly known as Sensi-Care, the 100% silicone-based ESENTA Adhesive Remover helps reduce potential skin damage like skin-stripping while quickly removing all remaining adhesive residue. It's made without natural rubber latex, which makes it ideal for those with latex allergies or sensitivities. Plus, your skin will feel silky and smooth with no residue left behind, whether you use the ESENTA Sting-Free Adhesive Remover Spray or the ESENTA Sting-Free Adhesive Remover Wipes.",UCSDsoccer,Works great for kids,"Works great at removing adhesive, especially for kids where they aren't so patient or willing when it comes to this process.",10/16/2022,5.0,No,0,0.6249,0.17,0.0,0.83,0.0047326032072305,0.008501629345119,0.0018435840029269,0.0084075294435024,0.9694371819496156,0.0029395979363471,0.0041378922760486,0.6249,0.17,0.0,0.83,0.004732605069875717,0.008501629345119,0.0018435840029269457,0.008407540619373322,0.9694371819496155,0.002939600730314851,0.0041378941386938095
108,108,"ConvaTec ESENTA Adhesive Remover Spray for Around Stomas and Wounds, Sting Free, Alcohol Free, 50 mL Bottle (Pack of 1)","The new ESENTA Sting-Free Adhesive Remover is a skin-friendly, quick, and easy way to get rid of the adhesive residue that often gets left behind during ostomy pouch changes. ConvaTec ESENTA Sting Free Adhesive Remover is available in two options: spray can or individual wipes. Formerly known as Sensi-Care, the 100% silicone-based ESENTA Adhesive Remover helps reduce potential skin damage like skin-stripping while quickly removing all remaining adhesive residue. It's made without natural rubber latex, which makes it ideal for those with latex allergies or sensitivities. Plus, your skin will feel silky and smooth with no residue left behind, whether you use the ESENTA Sting-Free Adhesive Remover Spray or the ESENTA Sting-Free Adhesive Remover Wipes.",Star486,Gentle on Skin,Great to have when in need of removing/replacing bandages.  Pain-free.  I recommend this product.,10/19/2022,5.0,No,0,0.765,0.375,0.0,0.625,0.0018382600974291,0.0052408971823751,0.0049839876592159,0.8223666548728943,0.0510497838258743,0.1008548438549041,0.0136655261740088,0.765,0.375,0.0,0.625,0.0018382625421509147,0.0052408864721655846,0.004983984865248203,0.8223670125007629,0.05104970559477806,0.10085457563400269,0.013665505684912205
109,109,"ConvaTec ESENTA Adhesive Remover Spray for Around Stomas and Wounds, Sting Free, Alcohol Free, 50 mL Bottle (Pack of 1)","The new ESENTA Sting-Free Adhesive Remover is a skin-friendly, quick, and easy way to get rid of the adhesive residue that often gets left behind during ostomy pouch changes. ConvaTec ESENTA Sting Free Adhesive Remover is available in two options: spray can or individual wipes. Formerly known as Sensi-Care, the 100% silicone-based ESENTA Adhesive Remover helps reduce potential skin damage like skin-stripping while quickly removing all remaining adhesive residue. It's made without natural rubber latex, which makes it ideal for those with latex allergies or sensitivities. Plus, your skin will feel silky and smooth with no residue left behind, whether you use the ESENTA Sting-Free Adhesive Remover Spray or the ESENTA Sting-Free Adhesive Remover Wipes.",Andrea D,It Works!,This works very well to remove adhesive from the skin.  I also use it to remove the nail adhesive tabs when I take off my fake nails!,10/20/2022,5.0,No,0,-0.2498,0.083,0.118,0.799,0.0443023331463336,0.0830696076154708,0.012057083658874,0.0339651517570018,0.7834613919258118,0.0119759431108832,0.0311684366315603,-0.2498,0.083,0.118,0.799,0.0443023219704628,0.08306965231895447,0.01205708459019661,0.03396517410874367,0.7834614515304565,0.011975938454270363,0.031168363988399506
110,110,"ConvaTec ESENTA Adhesive Remover Spray for Around Stomas and Wounds, Sting Free, Alcohol Free, 50 mL Bottle (Pack of 1)","The new ESENTA Sting-Free Adhesive Remover is a skin-friendly, quick, and easy way to get rid of the adhesive residue that often gets left behind during ostomy pouch changes. ConvaTec ESENTA Sting Free Adhesive Remover is available in two options: spray can or individual wipes. Formerly known as Sensi-Care, the 100% silicone-based ESENTA Adhesive Remover helps reduce potential skin damage like skin-stripping while quickly removing all remaining adhesive residue. It's made without natural rubber latex, which makes it ideal for those with latex allergies or sensitivities. Plus, your skin will feel silky and smooth with no residue left behind, whether you use the ESENTA Sting-Free Adhesive Remover Spray or the ESENTA Sting-Free Adhesive Remover Wipes.",Nicole,Slowly removes adhesive bandages,I love this. I’ve been using it ever since I accidentally ripped a chunk of skin off removing my bandaid after bloodwork. Now I use it to slowly get the bandaid off and it works,8/4/2022,5.0,No,0,0.4215,0.118,0.067,0.815,0.0113466894254088,0.0190930049866437,0.0024380586110055,0.2263367772102356,0.7045219540596008,0.0056888968683779,0.0305745769292116,0.4215,0.118,0.067,0.815,0.011346711777150631,0.019093014299869537,0.0024380595423281193,0.22633744776248932,0.7045212984085083,0.005688896868377924,0.030574586242437363
111,111,"Adapt Adhesive and Barrier Remover 50 per Box 7760, 50 Ct",Item #: 507760. Universal remover wipes for adhesives and barriers (50 wipes). Increases the ease of adhesive and barrier removal.,Shopper,Wipes,"I had to open it to find out how big are the wipes. The measurements are very misleading. The wipes are only 2"" x 1 1/2 "" which are tiny.  I needed larger wipes. Just wasted almost $20.00.",7/11/2024,2.0,Yes,0,-0.7346,0.0,0.167,0.833,0.0311653856188058,0.0536879859864711,0.0042448863387107,0.0034545883536338,0.6254640221595764,0.0745976939797401,0.2073854506015777,-0.7346,0.0,0.167,0.833,0.031165456399321556,0.053688131272792816,0.00424488540738821,0.0034545809030532837,0.6254644393920898,0.07459751516580582,0.20738498866558075
112,112,"Adapt Adhesive and Barrier Remover 50 per Box 7760, 50 Ct",Item #: 507760. Universal remover wipes for adhesives and barriers (50 wipes). Increases the ease of adhesive and barrier removal.,Syssi Anne,Disappointed,"Needless to say, these did not work.  Really a waste of our money for what we needed it for but I'm sure it would be great for smaller issues.",6/24/2024,2.0,Yes,0,0.8853,0.293,0.0,0.707,0.0122103244066238,0.0176132339984178,0.0080903135240077,0.0069636907428503,0.0737622529268264,0.7704951763153076,0.1108649894595146,0.8853,0.293,0.0,0.707,0.012210299260914326,0.01761319860816002,0.00809030793607235,0.006963684223592281,0.07376214861869812,0.7704954147338867,0.11086498945951462
113,113,"Adapt Adhesive and Barrier Remover 50 per Box 7760, 50 Ct",Item #: 507760. Universal remover wipes for adhesives and barriers (50 wipes). Increases the ease of adhesive and barrier removal.,Carolyn J,Apparently doesn't work for all adhesives.,"It doesn't seem to work. I wanted to remove adhesive after reacting to bandages after knee surgery. The bandages had to be softened in the shower and peeled off but left lots of glue. The incision was pretty new so these were an option to help get that glue mess off. Gently peeling it off works better than these things. Maybe it requires more force than can be used at this time. 2 stars because they are sealed, not outdated and smell like some chemical thing that might work.",4/13/2023,2.0,Yes,0,0.9493,0.184,0.031,0.785,0.0183443389832973,0.401651918888092,0.0100702960044145,0.0021909712813794,0.5158320069313049,0.032244574278593,0.0196659062057733,0.9493,0.184,0.031,0.785,0.018344353884458542,0.4016510546207428,0.010070298798382282,0.002190966159105301,0.515832781791687,0.03224460780620575,0.019665934145450592
114,114,"Adapt Adhesive and Barrier Remover 50 per Box 7760, 50 Ct",Item #: 507760. Universal remover wipes for adhesives and barriers (50 wipes). Increases the ease of adhesive and barrier removal.,A Haire,Okay,We use the spray. I bought these same brand but the spray is way better.,1/13/2023,3.0,Yes,0,0.5927,0.228,0.0,0.772,0.0127077205106616,0.066577173769474,0.0020160872954875,0.0247531775385141,0.8646970987319946,0.0144616160541772,0.0147871440276503,0.5927,0.228,0.0,0.772,0.01270772609859705,0.06657717376947403,0.0020160882268100977,0.024753199890255928,0.8646970987319946,0.014461609534919262,0.014787150546908379
115,115,"Adapt Adhesive and Barrier Remover 50 per Box 7760, 50 Ct",Item #: 507760. Universal remover wipes for adhesives and barriers (50 wipes). Increases the ease of adhesive and barrier removal.,Chan Rash,"Formulation change, now they don,t work as well as previous 7760 wipes","We have been using Hollister No.7760 for years but they completely changed the formulation. Ingredients not listed on new. These just don't work as well as old formulation (printed on previous formulated product) in fact they wont remove most label residue we need to remove (again the old formulation did). Old formulation was SD alcohol 40, Cyclomethicone, Propylene Glycol Monomethyl Ether, Decahydronaphthalene, Ethyl Acetate, Stearic Acid, Fragrance. We can still use them as basic alcohol wipes but no longer worth the extra cost compared to basic alcohol wipes.",9/12/2021,2.0,Yes,4,-0.3962,0.025,0.054,0.92,0.0146654592826962,0.0523245148360729,0.004762765020132,0.0038107861764729,0.8798772692680359,0.0263121519237756,0.0182471442967653,-0.3962,0.025,0.054,0.92,0.014665450900793076,0.052324552088975906,0.004762766417115927,0.003810785710811615,0.8798771500587463,0.026312125846743584,0.01824711449444294
116,116,"Adapt Adhesive and Barrier Remover 50 per Box 7760, 50 Ct",Item #: 507760. Universal remover wipes for adhesives and barriers (50 wipes). Increases the ease of adhesive and barrier removal.,pamela,"TERRIBLE, gobs the glue from ostomy then it gets everywhere","They dry out, have to use 3-4 for one removal, they are abrasive so they hurt going across irradiated areas. Only gave it one star cause had to give something in order to write review. This is first time writing review they are terrible save your money & use alcohol.",1/9/2024,1.0,Yes,0,-0.5542,0.057,0.121,0.822,0.0890525430440902,0.6714186072349548,0.2049507647752761,0.0013716381508857,0.0129493325948715,0.0115254344418644,0.0087316175922751,-0.5542,0.057,0.121,0.822,0.08905261009931564,0.6714188456535339,0.20495055615901947,0.0013716366374865174,0.012949362397193909,0.011525444686412811,0.00873161293566227
117,117,"Adapt Adhesive and Barrier Remover 50 per Box 7760, 50 Ct",Item #: 507760. Universal remover wipes for adhesives and barriers (50 wipes). Increases the ease of adhesive and barrier removal.,Dr. David A. Himes,feels like sandpaper,Does not remove adhesive very well and feels like sandpaper.  Very irritating.,7/19/2024,1.0,Yes,0,0.1531,0.285,0.192,0.524,0.7035147547721863,0.0812374204397201,0.002730721142143,0.0041777300648391,0.0473625510931015,0.1491435766220092,0.0118332225829362,0.1531,0.285,0.192,0.524,0.7035145163536072,0.08123739808797836,0.0027307202108204365,0.0041777328588068485,0.0473625548183918,0.14914382994174957,0.011833240278065205
118,118,"Adapt Adhesive and Barrier Remover 50 per Box 7760, 50 Ct",Item #: 507760. Universal remover wipes for adhesives and barriers (50 wipes). Increases the ease of adhesive and barrier removal.,Karen Hainline,Too small and too much liquid for cleaning.,This was supposed to be like Sensecare and have a soft lightly moistened disposable non stinging wipe to clean around sensitive tissues. Instead it was a rough less than 1 inch square with too much liquid that opened up a sensitive area and caused bleeding to start! Not good!,9/24/2023,1.0,Yes,0,0.5232,0.115,0.048,0.837,0.0561350211501121,0.7898679971694946,0.0077920188196003,0.0018537070136517,0.0493556149303913,0.0668929666280746,0.0281027294695377,0.5232,0.115,0.048,0.837,0.05613504350185394,0.7898678183555603,0.00779202114790678,0.0018537073628976941,0.049355700612068176,0.06689292937517166,0.02810276672244072
119,119,"Adapt Adhesive and Barrier Remover 50 per Box 7760, 50 Ct",Item #: 507760. Universal remover wipes for adhesives and barriers (50 wipes). Increases the ease of adhesive and barrier removal.,hallie,p  u,"i didn't like the way this product smelled at all,  it did in fact work to take of the hollisters spray adhesive, but left me and the entire house smelling like an auto shop or worse.  based on this i wouldnt use it again, just threw some out actually so that it wouldn't accidently get opened.  again it did work, but i don't recommend its use,  i had a skin reaction also, all better now thanx, h",6/9/2012,2.0,Yes,4,-0.7339,0.048,0.136,0.816,0.0176398288458585,0.2054687589406967,0.0159533340483903,0.1203332841396331,0.1322533637285232,0.3776460289955139,0.1307054311037063,-0.7339,0.048,0.136,0.816,0.017639851197600365,0.20546923577785492,0.015953360125422478,0.12033326178789139,0.13225330412387848,0.37764590978622437,0.1307051181793213
120,120,"Adapt Adhesive and Barrier Remover 50 per Box 7760, 50 Ct",Item #: 507760. Universal remover wipes for adhesives and barriers (50 wipes). Increases the ease of adhesive and barrier removal.,Susan Alexander,Did not work,Doesn't remove paste as advertised. May work for some just not for me.,9/30/2023,1.0,Yes,0,0.0,0.0,0.0,1.0,0.0075624571181833,0.0169645957648754,0.0061084940098226,0.0021675273310393,0.9302637577056884,0.0255066622048616,0.0114264581352472,0.0,0.0,0.0,1.0,0.007562446407973766,0.01696455478668213,0.006108483765274286,0.002167525701224804,0.930263876914978,0.025506641715765,0.011426438577473164
121,121,"Adapt Adhesive and Barrier Remover 50 per Box 7760, 50 Ct",Item #: 507760. Universal remover wipes for adhesives and barriers (50 wipes). Increases the ease of adhesive and barrier removal.,Muffincrusher,Not perfect,Doesn't take adhesive off perfectly. But maybe if it were stronger would burn skin. Have to rub roughly to clean goo.,6/22/2015,3.0,Yes,0,0.8608,0.347,0.0,0.653,0.0617631152272224,0.2139862477779388,0.0190926045179367,0.0032084700651466,0.6156054735183716,0.0748604610562324,0.011483734473586,0.8608,0.347,0.0,0.653,0.06176317483186722,0.21398630738258362,0.01909259706735611,0.0032084714621305466,0.6156051754951477,0.07486052066087723,0.011483722366392612
122,122,"Adapt Adhesive and Barrier Remover 50 per Box 7760, 50 Ct",Item #: 507760. Universal remover wipes for adhesives and barriers (50 wipes). Increases the ease of adhesive and barrier removal.,SP,Missing 49 wipes.,I received a box with an X on it containing exactly ONE wipe.  Very disappointed.,4/24/2022,1.0,Yes,0,-0.5256,0.0,0.236,0.764,0.0043959068134427,0.0032306683715432,0.0019464209908619,0.0114985546097159,0.0410411916673183,0.5928623080253601,0.3450250029563904,-0.5256,0.0,0.236,0.764,0.004395903088152409,0.0032306653447449207,0.0019464202923700213,0.011498555541038513,0.04104122146964073,0.5928617715835571,0.3450254797935486
123,123,"Adapt Adhesive and Barrier Remover 50 per Box 7760, 50 Ct",Item #: 507760. Universal remover wipes for adhesives and barriers (50 wipes). Increases the ease of adhesive and barrier removal.,Amazon Customer,Total waste of money,These wipes are about as close to worthless as they can get.  Absolute waste of money,2/1/2018,1.0,Yes,0,-0.6908,0.0,0.289,0.711,0.101950891315937,0.4286853373050689,0.0159207880496978,0.0019798525609076,0.0448093451559543,0.3802136480808258,0.0264402478933334,-0.6908,0.0,0.289,0.711,0.10195071995258331,0.42868468165397644,0.015920793637633324,0.001979854190722108,0.04480934888124466,0.38021451234817505,0.026440219953656197
124,124,"Adapt Adhesive and Barrier Remover 50 per Box 7760, 50 Ct",Item #: 507760. Universal remover wipes for adhesives and barriers (50 wipes). Increases the ease of adhesive and barrier removal.,michael b.,don't waste your money,don't waste your money did not work on anything it said it would. and yes stunk so bad you would think something that stinks that bad would have worked but it did not,4/23/2014,1.0,Yes,2,-0.554,0.091,0.21,0.699,0.0172908827662467,0.2449527382850647,0.0189327057451009,0.0032052902970463,0.0741770043969154,0.6305235028266907,0.0109178181737661,-0.554,0.091,0.21,0.699,0.01729085110127926,0.24495255947113037,0.018932675942778587,0.0032052891328930855,0.07417689263820648,0.6305239200592041,0.010917805135250092
125,125,"Adapt Adhesive and Barrier Remover 50 per Box 7760, 50 Ct",Item #: 507760. Universal remover wipes for adhesives and barriers (50 wipes). Increases the ease of adhesive and barrier removal.,april husband,I’ll buy again and again,Very good product the only one I rather use,8/28/2024,5.0,Yes,0,0.4927,0.313,0.0,0.687,0.0052173072472214,0.0169949606060981,0.0034218807704746,0.5619524121284485,0.2440052181482315,0.134536400437355,0.0338718146085739,0.4927,0.313,0.0,0.687,0.005217301659286022,0.016994936391711235,0.0034218819346278906,0.5619522929191589,0.24400532245635986,0.13453641533851624,0.033871859312057495
126,126,"Adapt Adhesive and Barrier Remover 50 per Box 7760, 50 Ct",Item #: 507760. Universal remover wipes for adhesives and barriers (50 wipes). Increases the ease of adhesive and barrier removal.,CONNIE LONG,The best ostomy adhesive remover I have found.,Was hard to find a supplier until I spoke to my surgeon.,7/27/2024,5.0,Yes,0,-0.1027,0.0,0.135,0.865,0.022433903068304,0.0448317006230354,0.3173665404319763,0.0104783959686756,0.2726272940635681,0.2213594764471054,0.110902689397335,-0.1027,0.0,0.135,0.865,0.02243390865623951,0.04483167454600334,0.3173660635948181,0.010478399693965912,0.27262771129608154,0.22135959565639496,0.11090267449617386
127,127,"Adapt Adhesive and Barrier Remover 50 per Box 7760, 50 Ct",Item #: 507760. Universal remover wipes for adhesives and barriers (50 wipes). Increases the ease of adhesive and barrier removal.,Amazon Customer,A must for sensitive skin or delicates,"A must-have for anyone with sensitive skin, adhesive reaction, or cleanup of persistant "" stickies"". Useful size, effective as long as they stay damp, so don't spill the foil envelope while opening; any residual ""juice"" can rewet the pad.",6/20/2024,5.0,Yes,0,0.7184,0.146,0.0,0.854,0.0161924976855516,0.1572995632886886,0.0140085536986589,0.0139851085841655,0.7841311097145081,0.0116219483315944,0.002761282492429,0.7184,0.146,0.0,0.854,0.01619250886142254,0.15729956328868866,0.014008540660142899,0.013985100202262402,0.7841310501098633,0.011621956713497639,0.002761279698461294
128,128,"Adapt Adhesive and Barrier Remover 50 per Box 7760, 50 Ct",Item #: 507760. Universal remover wipes for adhesives and barriers (50 wipes). Increases the ease of adhesive and barrier removal.,Porchsa lee,Very durable,Love these wipes.I got them right on time for my osteomyelitis supplies.They are so durable and dependable. I would recommend these to anyone.,5/11/2024,5.0,Yes,0,0.7717,0.251,0.0,0.749,0.0074181063100695,0.0113752065226435,0.0019471697742119,0.305923193693161,0.6504565477371216,0.0076173087581992,0.0152624724432826,0.7717,0.251,0.0,0.749,0.007418099325150251,0.011375200003385544,0.0019471680279821157,0.30592378973960876,0.650455892086029,0.007617312483489513,0.015262480825185776
129,129,"Adapt Adhesive and Barrier Remover 50 per Box 7760, 50 Ct",Item #: 507760. Universal remover wipes for adhesives and barriers (50 wipes). Increases the ease of adhesive and barrier removal.,Amazon Customer,Adhesive removal,Perfect for helping to remove ostomy bags so skin is not damaged.,5/18/2024,5.0,Yes,2,0.8077,0.48,0.0,0.52,0.0104877864941954,0.1070218607783317,0.0077765542082488,0.0217460989952087,0.8266897201538086,0.0202590897679328,0.0060188705101609,0.8077,0.48,0.0,0.52,0.010487793944776058,0.10702208429574966,0.007776545826345682,0.021746080368757248,0.8266895413398743,0.020259100943803787,0.0060188728384673595
130,130,"Adapt Adhesive and Barrier Remover 50 per Box 7760, 50 Ct",Item #: 507760. Universal remover wipes for adhesives and barriers (50 wipes). Increases the ease of adhesive and barrier removal.,Tayla,Best remover wipes!,"By far the best quality remover wipes I have used (I have tried over 10 different brands) . My 4 month old has had an ostomy since he was 3 days old and I’m always changing the bags, and these wipes remove it so quickly with a squirmy little guy! Totally recommend these to get the job done",2/5/2024,5.0,Yes,2,0.7918,0.121,0.0,0.879,0.0097235152497887,0.0061035081744194,0.0030609767418354,0.3316666781902313,0.4232026934623718,0.0049183228984475,0.2213242948055267,0.7918,0.121,0.0,0.879,0.009723522700369358,0.006103508174419403,0.003060979535803199,0.33166658878326416,0.42320308089256287,0.004918332677334547,0.22132396697998047
